# Final state angular momentum:   1
# Broadening parameter (in eV):    0.500
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
   -2.35235235    0.00197857
   -2.31231231    0.00200717
   -2.27227227    0.00203667
   -2.23223223    0.00206711
   -2.19219219    0.00209854
   -2.15215215    0.00213101
   -2.11211211    0.00216458
   -2.07207207    0.00219930
   -2.03203203    0.00223523
   -1.99199199    0.00227246
   -1.95195195    0.00231104
   -1.91191191    0.00235106
   -1.87187187    0.00239261
   -1.83183183    0.00243577
   -1.79179179    0.00248065
   -1.75175175    0.00252734
   -1.71171171    0.00257597
   -1.67167167    0.00262666
   -1.63163163    0.00267955
   -1.59159159    0.00273479
   -1.55155155    0.00279253
   -1.51151151    0.00285295
   -1.47147147    0.00291624
   -1.43143143    0.00298261
   -1.39139139    0.00305229
   -1.35135135    0.00312552
   -1.31131131    0.00320259
   -1.27127127    0.00328379
   -1.23123123    0.00336945
   -1.19119119    0.00345993
   -1.15115115    0.00355565
   -1.11111111    0.00365703
   -1.07107107    0.00376459
   -1.03103103    0.00387885
   -0.99099099    0.00400043
   -0.95095095    0.00413000
   -0.91091091    0.00426830
   -0.87087087    0.00441616
   -0.83083083    0.00457451
   -0.79079079    0.00474438
   -0.75075075    0.00492692
   -0.71071071    0.00512340
   -0.67067067    0.00533525
   -0.63063063    0.00556403
   -0.59059059    0.00581151
   -0.55055055    0.00607959
   -0.51051051    0.00637039
   -0.47047047    0.00668619
   -0.43043043    0.00702947
   -0.39039039    0.00740284
   -0.35035035    0.00780902
   -0.31031031    0.00825079
   -0.27027027    0.00873088
   -0.23023023    0.00925187
   -0.19019019    0.00981601
   -0.15015015    0.01042509
   -0.11011011    0.01108022
   -0.07007007    0.01176910
   -0.03003003    0.01251053
    0.01001001    0.01330277
    0.05005005    0.01413767
    0.09009009    0.01500707
    0.13013013    0.01589521
    0.17017017    0.01679338
    0.21021021    0.01768797
    0.25025025    0.01855927
    0.29029029    0.01938364
    0.33033033    0.02013419
    0.37037037    0.02078221
    0.41041041    0.02129949
    0.45045045    0.02166127
    0.49049049    0.02184947
    0.53053053    0.02185549
    0.57057057    0.02168198
    0.61061061    0.02134290
    0.65065065    0.02086196
    0.69069069    0.02026968
    0.73073073    0.01959967
    0.77077077    0.01888517
    0.81081081    0.01815611
    0.85085085    0.01743733
    0.89089089    0.01674769
    0.93093093    0.01610019
    0.97097097    0.01550252
    1.01101101    0.01495800
    1.05105105    0.01446669
    1.09109109    0.01402641
    1.13113113    0.01363371
    1.17117117    0.01328466
    1.21121121    0.01297543
    1.25125125    0.01270261
    1.29129129    0.01246341
    1.33133133    0.01225556
    1.37137137    0.01207728
    1.41141141    0.01192706
    1.45145145    0.01180361
    1.49149149    0.01170568
    1.53153153    0.01163201
    1.57157157    0.01158123
    1.61161161    0.01155183
    1.65165165    0.01154213
    1.69169169    0.01155026
    1.73173173    0.01157419
    1.77177177    0.01161183
    1.81181181    0.01166107
    1.85185185    0.01171999
    1.89189189    0.01178684
    1.93193193    0.01186019
    1.97197197    0.01193884
    2.01201201    0.01202180
    2.05205205    0.01210810
    2.09209209    0.01219676
    2.13213213    0.01228659
    2.17217217    0.01237620
    2.21221221    0.01246395
    2.25225225    0.01254806
    2.29229229    0.01262677
    2.33233233    0.01269852
    2.37237237    0.01276215
    2.41241241    0.01281710
    2.45245245    0.01286335
    2.49249249    0.01290135
    2.53253253    0.01293175
    2.57257257    0.01295517
    2.61261261    0.01297204
    2.65265265    0.01298250
    2.69269269    0.01298656
    2.73273273    0.01298424
    2.77277277    0.01297579
    2.81281281    0.01296181
    2.85285285    0.01294327
    2.89289289    0.01292134
    2.93293293    0.01289732
    2.97297297    0.01287247
    3.01301301    0.01284799
    3.05305305    0.01282497
    3.09309309    0.01280448
    3.13313313    0.01278759
    3.17317317    0.01277536
    3.21321321    0.01276887
    3.25325325    0.01276914
    3.29329329    0.01277709
    3.33333333    0.01279344
    3.37337337    0.01281870
    3.41341341    0.01285311
    3.45345345    0.01289667
    3.49349349    0.01294918
    3.53353353    0.01301035
    3.57357357    0.01307991
    3.61361361    0.01315773
    3.65365365    0.01324391
    3.69369369    0.01333882
    3.73373373    0.01344308
    3.77377377    0.01355752
    3.81381381    0.01368306
    3.85385385    0.01382069
    3.89389389    0.01397136
    3.93393393    0.01413601
    3.97397397    0.01431553
    4.01401401    0.01451083
    4.05405405    0.01472286
    4.09409409    0.01495255
    4.13413413    0.01520084
    4.17417417    0.01546856
    4.21421421    0.01575635
    4.25425425    0.01606456
    4.29429429    0.01639323
    4.33433433    0.01674205
    4.37437437    0.01711041
    4.41441441    0.01749743
    4.45445445    0.01790208
    4.49449449    0.01832332
    4.53453453    0.01876020
    4.57457457    0.01921207
    4.61461461    0.01967874
    4.65465465    0.02016062
    4.69469469    0.02065883
    4.73473473    0.02117524
    4.77477477    0.02171241
    4.81481481    0.02227339
    4.85485485    0.02286156
    4.89489489    0.02348036
    4.93493493    0.02413313
    4.97497497    0.02482297
    5.01501502    0.02555278
    5.05505506    0.02632539
    5.09509510    0.02714382
    5.13513514    0.02801152
    5.17517518    0.02893278
    5.21521522    0.02991302
    5.25525526    0.03095898
    5.29529530    0.03207882
    5.33533534    0.03328197
    5.37537538    0.03457896
    5.41541542    0.03598101
    5.45545546    0.03749980
    5.49549550    0.03914710
    5.53553554    0.04093456
    5.57557558    0.04287348
    5.61561562    0.04497459
    5.65565566    0.04724778
    5.69569570    0.04970179
    5.73573574    0.05234367
    5.77577578    0.05517832
    5.81581582    0.05820778
    5.85585586    0.06143061
    5.89589590    0.06484127
    5.93593594    0.06842959
    5.97597598    0.07218056
    6.01601602    0.07607420
    6.05605606    0.08008592
    6.09609610    0.08418688
    6.13613614    0.08834465
    6.17617618    0.09252390
    6.21621622    0.09668718
    6.25625626    0.10079579
    6.29629630    0.10481086
    6.33633634    0.10869471
    6.37637638    0.11241253
    6.41641642    0.11593421
    6.45645646    0.11923602
    6.49649650    0.12230175
    6.53653654    0.12512298
    6.57657658    0.12769825
    6.61661662    0.13003138
    6.65665666    0.13212911
    6.69669670    0.13399875
    6.73673674    0.13564597
    6.77677678    0.13707321
    6.81681682    0.13827882
    6.85685686    0.13925706
    6.89689690    0.13999891
    6.93693694    0.14049364
    6.97697698    0.14073095
    7.01701702    0.14070347
    7.05705706    0.14040937
    7.09709710    0.13985472
    7.13713714    0.13905532
    7.17717718    0.13803733
    7.21721722    0.13683660
    7.25725726    0.13549642
    7.29729730    0.13406409
    7.33733734    0.13258675
    7.37737738    0.13110735
    7.41741742    0.12966121
    7.45745746    0.12827382
    7.49749750    0.12695971
    7.53753754    0.12572254
    7.57757758    0.12455606
    7.61761762    0.12344556
    7.65765766    0.12236975
    7.69769770    0.12130283
    7.73773774    0.12021665
    7.77777778    0.11908287
    7.81781782    0.11787497
    7.85785786    0.11657003
    7.89789790    0.11515005
    7.93793794    0.11360294
    7.97797798    0.11192321
    8.01801802    0.11011257
    8.05805806    0.10818026
    8.09809810    0.10614323
    8.13813814    0.10402571
    8.17817818    0.10185801
    8.21821822    0.09967468
    8.25825826    0.09751197
    8.29829830    0.09540508
    8.33833834    0.09338570
    8.37837838    0.09147988
    8.41841842    0.08970673
    8.45845846    0.08807772
    8.49849850    0.08659655
    8.53853854    0.08525955
    8.57857858    0.08405631
    8.61861862    0.08297067
    8.65865866    0.08198183
    8.69869870    0.08106567
    8.73873874    0.08019638
    8.77877878    0.07934827
    8.81881882    0.07849773
    8.85885886    0.07762524
    8.89889890    0.07671718
    8.93893894    0.07576714
    8.97897898    0.07477645
    9.01901902    0.07375393
    9.05905906    0.07271475
    9.09909910    0.07167862
    9.13913914    0.07066767
    9.17917918    0.06970433
    9.21921922    0.06880934
    9.25925926    0.06800030
    9.29929930    0.06729054
    9.33933934    0.06668850
    9.37937938    0.06619753
    9.41941942    0.06581600
    9.45945946    0.06553779
    9.49949950    0.06535318
    9.53953954    0.06524995
    9.57957958    0.06521492
    9.61961962    0.06523544
    9.65965966    0.06530098
    9.69969970    0.06540430
    9.73973974    0.06554219
    9.77977978    0.06571546
    9.81981982    0.06592849
    9.85985986    0.06618817
    9.89989990    0.06650269
    9.93993994    0.06688026
    9.97997998    0.06732801
   10.02002002    0.06785101
   10.06006006    0.06845162
   10.10010010    0.06912907
   10.14014014    0.06987933
   10.18018018    0.07069523
   10.22022022    0.07156691
   10.26026026    0.07248254
   10.30030030    0.07342926
   10.34034034    0.07439434
   10.38038038    0.07536629
   10.42042042    0.07633577
   10.46046046    0.07729624
   10.50050050    0.07824419
   10.54054054    0.07917888
   10.58058058    0.08010176
   10.62062062    0.08101565
   10.66066066    0.08192379
   10.70070070    0.08282897
   10.74074074    0.08373277
   10.78078078    0.08463499
   10.82082082    0.08553330
   10.86086086    0.08642319
   10.90090090    0.08729811
   10.94094094    0.08814992
   10.98098098    0.08896954
   11.02102102    0.08974773
   11.06106106    0.09047576
   11.10110110    0.09114599
   11.14114114    0.09175213
   11.18118118    0.09228926
   11.22122122    0.09275355
   11.26126126    0.09314191
   11.30130130    0.09345143
   11.34134134    0.09367889
   11.38138138    0.09382030
   11.42142142    0.09387051
   11.46146146    0.09382298
   11.50150150    0.09366987
   11.54154154    0.09340243
   11.58158158    0.09301181
   11.62162162    0.09249028
   11.66166166    0.09183266
   11.70170170    0.09103785
   11.74174174    0.09011018
   11.78178178    0.08906019
   11.82182182    0.08790474
   11.86186186    0.08666621
   11.90190190    0.08537099
   11.94194194    0.08404738
   11.98198198    0.08272341
   12.02202202    0.08142475
   12.06206206    0.08017315
   12.10210210    0.07898539
   12.14214214    0.07787276
   12.18218218    0.07684113
   12.22222222    0.07589133
   12.26226226    0.07501986
   12.30230230    0.07421978
   12.34234234    0.07348172
   12.38238238    0.07279491
   12.42242242    0.07214819
   12.46246246    0.07153083
   12.50250250    0.07093323
   12.54254254    0.07034733
   12.58258258    0.06976677
   12.62262262    0.06918690
   12.66266266    0.06860451
   12.70270270    0.06801768
   12.74274274    0.06742544
   12.78278278    0.06682750
   12.82282282    0.06622409
   12.86286286    0.06561564
   12.90290290    0.06500263
   12.94294294    0.06438544
   12.98298298    0.06376425
   13.02302302    0.06313919
   13.06306306    0.06251054
   13.10310310    0.06187905
   13.14314314    0.06124621
   13.18318318    0.06061445
   13.22322322    0.05998715
   13.26326326    0.05936849
   13.30330330    0.05876305
   13.34334334    0.05817546
   13.38338338    0.05760987
   13.42342342    0.05706955
   13.46346346    0.05655657
   13.50350350    0.05607167
   13.54354354    0.05561430
   13.58358358    0.05518283
   13.62362362    0.05477490
   13.66366366    0.05438789
   13.70370370    0.05401933
   13.74374374    0.05366733
   13.78378378    0.05333088
   13.82382382    0.05301006
   13.86386386    0.05270607
   13.90390390    0.05242123
   13.94394394    0.05215872
   13.98398398    0.05192236
   14.02402402    0.05171630
   14.06406406    0.05154461
   14.10410410    0.05141104
   14.14414414    0.05131862
   14.18418418    0.05126950
   14.22422422    0.05126473
   14.26426426    0.05130409
   14.30430430    0.05138602
   14.34434434    0.05150759
   14.38438438    0.05166451
   14.42442442    0.05185119
   14.46446446    0.05206094
   14.50450450    0.05228626
   14.54454454    0.05251919
   14.58458458    0.05275190
   14.62462462    0.05297714
   14.66466466    0.05318888
   14.70470470    0.05338266
   14.74474474    0.05355594
   14.78478478    0.05370813
   14.82482482    0.05384052
   14.86486486    0.05395592
   14.90490490    0.05405833
   14.94494494    0.05415243
   14.98498498    0.05424317
   15.02502503    0.05433533
   15.06506507    0.05443315
   15.10510511    0.05454003
   15.14514515    0.05465820
   15.18518519    0.05478857
   15.22522523    0.05493056
   15.26526527    0.05508211
   15.30530531    0.05523977
   15.34534535    0.05539897
   15.38538539    0.05555441
   15.42542543    0.05570043
   15.46546547    0.05583151
   15.50550551    0.05594261
   15.54554555    0.05602945
   15.58558559    0.05608855
   15.62562563    0.05611725
   15.66566567    0.05611354
   15.70570571    0.05607579
   15.74574575    0.05600254
   15.78578579    0.05589230
   15.82582583    0.05574340
   15.86586587    0.05555393
   15.90590591    0.05532188
   15.94594595    0.05504528
   15.98598599    0.05472247
   16.02602603    0.05435239
   16.06606607    0.05393485
   16.10610611    0.05347073
   16.14614615    0.05296210
   16.18618619    0.05241221
   16.22622623    0.05182539
   16.26626627    0.05120687
   16.30630631    0.05056252
   16.34634635    0.04989856
   16.38638639    0.04922133
   16.42642643    0.04853704
   16.46646647    0.04785168
   16.50650651    0.04717090
   16.54654655    0.04650016
   16.58658659    0.04584470
   16.62662663    0.04520973
   16.66666667    0.04460036
   16.70670671    0.04402165
   16.74674675    0.04347843
   16.78678679    0.04297514
   16.82682683    0.04251567
   16.86686687    0.04210324
   16.90690691    0.04174032
   16.94694695    0.04142870
   16.98698699    0.04116950
   17.02702703    0.04096335
   17.06706707    0.04081049
   17.10710711    0.04071081
   17.14714715    0.04066391
   17.18718719    0.04066901
   17.22722723    0.04072488
   17.26726727    0.04082970
   17.30730731    0.04098092
   17.34734735    0.04117518
   17.38738739    0.04140824
   17.42742743    0.04167497
   17.46746747    0.04196939
   17.50750751    0.04228480
   17.54754755    0.04261386
   17.58758759    0.04294880
   17.62762763    0.04328156
   17.66766767    0.04360400
   17.70770771    0.04390820
   17.74774775    0.04418671
   17.78778779    0.04443294
   17.82782783    0.04464148
   17.86786787    0.04480838
   17.90790791    0.04493140
   17.94794795    0.04501008
   17.98798799    0.04504569
   18.02802803    0.04504095
   18.06806807    0.04499966
   18.10810811    0.04492622
   18.14814815    0.04482511
   18.18818819    0.04470044
   18.22822823    0.04455561
   18.26826827    0.04439307
   18.30830831    0.04421435
   18.34834835    0.04402011
   18.38838839    0.04381038
   18.42842843    0.04358475
   18.46846847    0.04334266
   18.50850851    0.04308361
   18.54854855    0.04280730
   18.58858859    0.04251381
   18.62862863    0.04220360
   18.66866867    0.04187759
   18.70870871    0.04153705
   18.74874875    0.04118363
   18.78878879    0.04081920
   18.82882883    0.04044578
   18.86886887    0.04006548
   18.90890891    0.03968042
   18.94894895    0.03929279
   18.98898899    0.03890479
   19.02902903    0.03851879
   19.06906907    0.03813732
   19.10910911    0.03776314
   19.14914915    0.03739928
   19.18918919    0.03704904
   19.22922923    0.03671590
   19.26926927    0.03640354
   19.30930931    0.03611566
   19.34934935    0.03585592
   19.38938939    0.03562777
   19.42942943    0.03543429
   19.46946947    0.03527804
   19.50950951    0.03516091
   19.54954955    0.03508400
   19.58958959    0.03504751
   19.62962963    0.03505079
   19.66966967    0.03509233
   19.70970971    0.03516992
   19.74974975    0.03528085
   19.78978979    0.03542216
   19.82982983    0.03559090
   19.86986987    0.03578442
   19.90990991    0.03600059
   19.94994995    0.03623796
   19.98998999    0.03649580
   20.03003003    0.03677410
   20.07007007    0.03707341
   20.11011011    0.03739460
   20.15015015    0.03773864
   20.19019019    0.03810631
   20.23023023    0.03849792
   20.27027027    0.03891310
   20.31031031    0.03935064
   20.35035035    0.03980843
   20.39039039    0.04028339
   20.43043043    0.04077153
   20.47047047    0.04126810
   20.51051051    0.04176770
   20.55055055    0.04226449
   20.59059059    0.04275233
   20.63063063    0.04322502
   20.67067067    0.04367637
   20.71071071    0.04410033
   20.75075075    0.04449105
   20.79079079    0.04484297
   20.83083083    0.04515090
   20.87087087    0.04541020
   20.91091091    0.04561701
   20.95095095    0.04576856
   20.99099099    0.04586348
   21.03103103    0.04590215
   21.07107107    0.04588686
   21.11111111    0.04582188
   21.15115115    0.04571331
   21.19119119    0.04556871
   21.23123123    0.04539660
   21.27127127    0.04520577
   21.31131131    0.04500466
   21.35135135    0.04480069
   21.39139139    0.04459979
   21.43143143    0.04440605
   21.47147147    0.04422158
   21.51151151    0.04404650
   21.55155155    0.04387912
   21.59159159    0.04371623
   21.63163163    0.04355348
   21.67167167    0.04338577
   21.71171171    0.04320772
   21.75175175    0.04301414
   21.79179179    0.04280034
   21.83183183    0.04256253
   21.87187187    0.04229797
   21.91191191    0.04200513
   21.95195195    0.04168366
   21.99199199    0.04133430
   22.03203203    0.04095877
   22.07207207    0.04055955
   22.11211211    0.04013970
   22.15215215    0.03970273
   22.19219219    0.03925240
   22.23223223    0.03879272
   22.27227227    0.03832779
   22.31231231    0.03786184
   22.35235235    0.03739912
   22.39239239    0.03694389
   22.43243243    0.03650025
   22.47247247    0.03607207
   22.51251251    0.03566280
   22.55255255    0.03527527
   22.59259259    0.03491161
   22.63263263    0.03457304
   22.67267267    0.03425987
   22.71271271    0.03397143
   22.75275275    0.03370607
   22.79279279    0.03346129
   22.83283283    0.03323378
   22.87287287    0.03301958
   22.91291291    0.03281424
   22.95295295    0.03261296
   22.99299299    0.03241074
   23.03303303    0.03220250
   23.07307307    0.03198320
   23.11311311    0.03174782
   23.15315315    0.03149148
   23.19319319    0.03120942
   23.23323323    0.03089711
   23.27327327    0.03055040
   23.31331331    0.03016572
   23.35335335    0.02974040
   23.39339339    0.02927300
   23.43343343    0.02876368
   23.47347347    0.02821441
   23.51351351    0.02762910
   23.55355355    0.02701351
   23.59359359    0.02637492
   23.63363363    0.02572165
   23.67367367    0.02506249
   23.71371371    0.02440615
   23.75375375    0.02376071
   23.79379379    0.02313331
   23.83383383    0.02252994
   23.87387387    0.02195532
   23.91391391    0.02141300
   23.95395395    0.02090544
   23.99399399    0.02043418
   24.03403403    0.01999998
   24.07407407    0.01960300
   24.11411411    0.01924296
   24.15415415    0.01891918
   24.19419419    0.01863076
   24.23423423    0.01837655
   24.27427427    0.01815524
   24.31431431    0.01796537
   24.35435435    0.01780532
   24.39439439    0.01767330
   24.43443443    0.01756736
   24.47447447    0.01748542
   24.51451451    0.01742522
   24.55455455    0.01738439
   24.59459459    0.01736047
   24.63463463    0.01735099
   24.67467467    0.01735349
   24.71471471    0.01736565
   24.75475475    0.01738534
   24.79479479    0.01741067
   24.83483483    0.01744011
   24.87487487    0.01747244
   24.91491491    0.01750682
   24.95495495    0.01754273
   24.99499499    0.01757993
   25.03503504    0.01761833
   25.07507508    0.01765798
   25.11511512    0.01769887
   25.15515516    0.01774088
   25.19519520    0.01778365
   25.23523524    0.01782652
   25.27527528    0.01786845
   25.31531532    0.01790796
   25.35535536    0.01794312
   25.39539540    0.01797154
   25.43543544    0.01799038
   25.47547548    0.01799642
   25.51551552    0.01798619
   25.55555556    0.01795610
   25.59559560    0.01790265
   25.63563564    0.01782266
   25.67567568    0.01771353
   25.71571572    0.01757344
   25.75575576    0.01740155
   25.79579580    0.01719809
   25.83583584    0.01696447
   25.87587588    0.01670310
   25.91591592    0.01641729
   25.95595596    0.01611094
   25.99599600    0.01578823
   26.03603604    0.01545328
   26.07607608    0.01510985
   26.11611612    0.01476118
   26.15615616    0.01440983
   26.19619620    0.01405773
   26.23623624    0.01370625
   26.27627628    0.01335633
   26.31631632    0.01300867
   26.35635636    0.01266388
   26.39639640    0.01232263
   26.43643644    0.01198571
   26.47647648    0.01165412
   26.51651652    0.01132899
   26.55655656    0.01101157
   26.59659660    0.01070316
   26.63663664    0.01040499
   26.67667668    0.01011817
   26.71671672    0.00984364
   26.75675676    0.00958215
   26.79679680    0.00933420
   26.83683684    0.00910013
   26.87687688    0.00888007
   26.91691692    0.00867399
   26.95695696    0.00848172
   26.99699700    0.00830298
   27.03703704    0.00813744
   27.07707708    0.00798466
   27.11711712    0.00784420
   27.15715716    0.00771556
   27.19719720    0.00759824
   27.23723724    0.00749173
   27.27727728    0.00739551
   27.31731732    0.00730908
   27.35735736    0.00723191
   27.39739740    0.00716353
   27.43743744    0.00710343
   27.47747748    0.00705113
   27.51751752    0.00700617
   27.55755756    0.00696807
   27.59759760    0.00693639
   27.63763764    0.00691069
   27.67767768    0.00689056
   27.71771772    0.00687560
   27.75775776    0.00686543
   27.79779780    0.00685972
   27.83783784    0.00685814
   27.87787788    0.00686041
   27.91791792    0.00686626
   27.95795796    0.00687547
   27.99799800    0.00688781
   28.03803804    0.00690307
   28.07807808    0.00692105
   28.11811812    0.00694154
   28.15815816    0.00696432
   28.19819820    0.00698917
   28.23823824    0.00701583
   28.27827828    0.00704404
   28.31831832    0.00707351
   28.35835836    0.00710391
   28.39839840    0.00713490
   28.43843844    0.00716608
   28.47847848    0.00719701
   28.51851852    0.00722720
   28.55855856    0.00725608
   28.59859860    0.00728303
   28.63863864    0.00730739
   28.67867868    0.00732846
   28.71871872    0.00734556
   28.75875876    0.00735803
   28.79879880    0.00736529
   28.83883884    0.00736687
   28.87887888    0.00736247
   28.91891892    0.00735197
   28.95895896    0.00733544
   28.99899900    0.00731316
   29.03903904    0.00728559
   29.07907908    0.00725337
   29.11911912    0.00721725
   29.15915916    0.00717808
   29.19919920    0.00713675
   29.23923924    0.00709420
   29.27927928    0.00705132
   29.31931932    0.00700900
   29.35935936    0.00696808
   29.39939940    0.00692931
   29.43943944    0.00689342
   29.47947948    0.00686102
   29.51951952    0.00683267
   29.55955956    0.00680885
   29.59959960    0.00678994
   29.63963964    0.00677628
   29.67967968    0.00676811
   29.71971972    0.00676561
   29.75975976    0.00676890
   29.79979980    0.00677800
   29.83983984    0.00679291
   29.87987988    0.00681353
   29.91991992    0.00683973
   29.95995996    0.00687131
   30.00000000    0.00690803
